species	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN017.A0101	SYN017.B0101	SYN018.C0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN015.I0101	SYN018.I0101	SYN019.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN028.I0101
Prevotella intermedia	34373	9452	18314	28664	83357	63761	1663	10835	11480	14298	8651	49037	15693	52840	4693	37216	60271	42688	144213	32111
Prevotella denticola	14237	10824	32429	59610	771592	773090	688	17325	50532	8609	1947	5784	26803	47027	933	110914	282598	83628	75339	97580
Prevotella sp. oral taxon 299	9702	3789	7263	9581	8686	3983	9532	33797	4020	1118	793	1383	1755	3633	286	6247	6656	4794	13818	4652
Prevotella sp. WR041	102	113	233	2232	3081	1546	0	781	840	252	206	119	432	984	0	977	1151	1809	2602	1792
Prevotella jejuni	3301	2417	6900	84462	84874	13890	3887	23843	12551	10344	5206	3477	4649	11230	436	71612	46340	13611	21457	34835
Prevotella enoeca	2618	2709	4007	7615	20657	14303	229	2353	2708	6423	5818	23226	11423	24958	1242	19330	37189	27717	61422	14039
Prevotella scopos	1962	1616	4315	74710	81086	13641	2457	15502	10961	8036	4973	2715	4082	9781	364	69704	45000	12560	18221	30275
Prevotella fusca	963	827	2099	22283	33392	12849	663	4446	3615	3298	2042	4531	2599	6693	349	23565	19018	6690	14021	11046
Prevotella dentalis	365	432	713	3579	28074	16061	93	1470	1717	858	648	1304	1580	3025	82	2357	4038	4253	9853	3065
Prevotella ruminicola	150	262	531	888	2966	1675	0	348	384	114	106	0	317	401	0	388	512	748	1365	667
Prevotella copri	120	173	381	1722	7743	4051	0	519	665	419	245	0	817	903	0	1304	1747	1855	3133	1604
Alloprevotella sp. E39	106	123	226	344	1341	715	0	168	150	0	0	0	106	115	98	105	175	240	576	226
Tannerella forsythia	4629	2312	2278	397	1848	1287	0	126	268	465	243	2585	416	2173	112	955	1412	1284	5787	987
Tannerella sp. oral taxon HOT-286	4202	6387	14473	2281	3462	939	225	485	695	324	176	0	784	382	0	2656	1569	993	1579	1369
Parabacteroides goldsteinii	116	242	418	0	89	48	0	0	96	0	0	0	0	0	0	0	0	71	211	0
Porphyromonas gingivalis	1328	1852	3354	946	3767	2710	192	513	1153	1147	802	3844	1231	3946	244	2910	5166	3991	11289	2687
Porphyromonas asaccharolytica	638	1124	2105	0	123	69	102	224	456	0	0	0	76	0	0	76	135	145	141	100
Porphyromonas cangingivalis	455	757	1389	119	263	171	93	147	299	0	0	128	0	112	0	87	171	133	327	136
Porphyromonas crevioricanis	218	386	611	150	550	440	0	86	173	87	0	447	80	395	0	245	328	301	1044	234
Bacteroides fragilis	106	0	144	604	1161	851	0	189	338	282	154	944	231	956	85	579	745	886	2502	779
Bacteroides zoogleoformans	98	146	249	1308	2176	1195	0	566	697	373	183	503	372	1353	383	951	1304	779	2969	541
Bacteroides heparinolyticus	94	0	149	452	1881	1184	0	201	234	285	187	211	541	711	0	625	1266	852	1539	536
Bacteroides uniformis	81	107	201	476	1277	1038	0	98	264	77	0	0	153	149	0	247	541	563	686	549
Bacteroides helcogenes	81	104	157	245	763	443	0	129	157	0	0	0	75	121	0	121	129	203	428	156
Alistipes communis	152	279	534	636	1874	1433	0	177	390	127	77	0	285	272	0	352	777	777	879	735
Alistipes onderdonkii	106	201	370	0	287	179	0	0	105	0	0	0	0	0	0	0	0	81	216	0
Alistipes finegoldii	95	159	306	0	482	315	0	0	0	0	0	0	0	0	0	0	0	77	175	0
Alistipes shahii	89	133	257	300	813	536	0	99	177	0	0	0	101	93	0	133	310	326	455	314
Alistipes megaguti	76	154	278	0	489	308	0	0	0	0	0	0	0	84	0	0	0	103	149	0
Alistipes indistinctus	75	113	228	681	1867	1423	0	169	432	87	0	0	245	229	0	366	873	798	923	779
Duncaniella dubosii	88	181	291	0	425	238	0	87	0	0	0	0	0	0	0	0	0	102	175	0
Muribaculum gordoncarteri	98	160	277	127	983	458	0	0	111	0	0	0	134	184	0	74	115	193	290	211
Muribaculum intestinale	74	148	267	105	839	546	0	0	146	0	0	0	0	0	0	109	0	114	339	107
Sodaliphilus pleomorphus	98	158	264	300	1594	926	0	108	163	99	0	157	248	286	0	225	328	377	932	405
Phocaeicola vulgatus	90	113	232	281	612	452	0	89	160	0	0	88	92	196	0	168	361	277	501	240
Phocaeicola coprophilus	81	105	195	181	954	685	0	0	152	0	0	0	104	120	0	100	172	256	423	179
Barnesiella viscericola	198	359	708	121	1037	554	0	100	178	0	0	0	74	0	0	0	0	133	351	0
Capnocytophaga sp. oral taxon 878	788	969	2452	0	49	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0
Capnocytophaga sp. FDAARGOS_737	744	766	2309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capnocytophaga sp. oral taxon 864	498	632	1177	0	195	116	0	0	0	0	0	0	385	178	0	86	0	127	0	172
Capnocytophaga sp. oral taxon 902	484	572	1299	0	0	0	0	0	0	0	0	0	277	0	0	0	0	0	0	103
Capnocytophaga sp. oral taxon 323	457	513	1142	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	125
Capnocytophaga endodontalis	1886	2449	6940	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0
Capnocytophaga leadbetteri	666	706	2018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
Capnocytophaga ochracea	297	387	882	0	0	0	0	0	0	0	86	120	269	82	0	0	0	154	0	112
Capnocytophaga haemolytica	224	356	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	129	0
Treponema denticola	12372	3654	4004	120	172	61	90	0	123	162	133	212	195	258	0	208	117	324	295	275
Treponema sp. OMZ 804	4702	2033	2664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	109
Treponema sp. OMZ 838	2698	870	1016	103	1544	1938	0	0	127	717	187	184	1101	1538	0	861	611	1149	615	928
Treponema sp. Marseille-Q4132	895	620	751	0	0	0	0	0	0	73	0	0	157	330	0	886	233	657	11305	4965
Treponema medium	4668	1340	1463	0	0	0	0	0	0	99	0	0	0	98	0	183	0	110	178	145
Treponema socranskii	1926	1612	1838	0	0	0	0	0	0	260	0	0	477	1099	0	2413	472	1172	7602	3397
Treponema parvum	362	135	151	0	0	0	0	0	0	0	0	0	80	0	0	126	0	72	226	189
Treponema pedis	274	304	302	0	51	51	353	177	278	697	762	0	555	681	518	310	242	1498	373	617
Treponema putidum	214	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0
Fusobacterium pseudoperiodonticum	2434	796	1770	2244	317	380	25418	17064	1722	183	130	206	225	151	441	271	115	308	459	557
Fusobacterium nucleatum	972	466	783	16423	39856	63253	1445	3363	66356	1101	3909	402	1058	2744	2016	5860	2473	29590	7923	24164
Fusobacterium necrophorum	199	269	196	285	3310	5449	0	208	980	4758	457	139	6137	4804	2525	1310	4644	11132	4992	8845
Fusobacterium periodonticum	199	0	158	176	0	41	1939	1245	134	0	0	0	0	0	0	0	0	0	0	0
Fusobacterium hwasookii	129	0	121	192	298	424	465	771	853	0	90	98	0	0	122	0	0	221	128	408
Leptotrichia wadei	344	171	199	123	0	0	216	213	363	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia trevisanii	201	163	193	223	140	60	149	104	414	1087	709	629	398	470	281	160	269	1654	335	729
Leptotrichia hongkongensis	186	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia hofstadii	99	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leptotrichia buccalis	91	0	98	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	106	0
Candidatus Nanosynbacter lyticus	3377	2659	4264	150	0	0	0	86	96	0	4093	0	936	0	0	681	0	245	1578	0
Candidatus Saccharimonas aalborgensis	140	215	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fretibacterium fastidiosum	852	1015	1215	0	278	165	0	0	0	214	82	0	330	417	0	343	180	395	336	423
Streptococcus phage PH10	523	1643	1126	292	0	0	283	202	121	0	0	0	0	0	0	0	0	0	0	0
Streptococcus phage SpSL1	238	656	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. CNU G3	0	128	112	0	0	0	0	0	0	71	85	0	0	0	0	0	0	117	0	0
Streptococcus sp. CNU 77-61	0	115	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus sp. CNU G2	0	93	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0
Streptococcus ruminantium	0	122	120	0	0	0	0	0	166	382	193	0	0	0	0	0	0	288	0	153
Aerococcus viridans	0	108	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus gilvus	0	132	121	848	643	489	440	178	1322	0	84	385	154	171	217	128	146	0	190	0
Lactobacillus johnsonii	0	130	104	118	0	0	180	135	118	139	108	2045	118	114	123	0	0	211	0	108
Ligilactobacillus murinus	0	100	92	0	0	0	115	83	0	84	120	149	136	108	0	0	0	147	0	0
Weissella koreensis	0	112	88	0	0	0	150	181	118	0	0	0	0	0	0	0	0	0	0	0
Weissella confusa	0	95	84	0	68	0	0	0	0	0	84	287	0	0	0	0	0	187	0	0
Weissella paramesenteroides	0	91	0	0	0	0	164	114	97	0	0	132	0	0	0	0	0	0	0	0
Pediococcus pentosaceus	0	165	119	0	53	0	184	154	154	91	176	206	100	88	0	0	0	150	0	0
Pediococcus acidilactici	0	98	0	0	0	0	102	0	442	130	285	163	103	108	161	0	0	173	0	0
Pediococcus inopinatus	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentilactobacillus curieae	0	104	75	0	67	0	116	131	133	0	0	81	124	114	0	0	0	75	0	0
Liquorilactobacillus nagelii	0	94	78	0	101	56	100	0	0	0	0	0	0	84	0	0	0	0	0	0
Liquorilactobacillus hordei	0	91	93	0	0	0	114	95	94	0	0	175	0	0	142	0	0	0	94	0
Paucilactobacillus nenjiangensis	0	96	0	0	0	0	120	93	94	0	0	145	0	0	0	0	0	0	0	0
Bacillus sp. S3	0	128	97	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus sp. CS13	0	121	108	0	0	0	136	109	0	148	192	0	223	123	163	0	112	331	185	169
Bacillus sp. Y1	0	114	97	0	0	0	127	119	0	115	111	88	262	0	0	0	159	0	199	159
Bacillus sp. THAF10	0	103	78	0	0	0	161	93	0	0	0	84	130	0	91	0	0	0	173	130
Bacillus sp. FJAT-22090	0	103	90	0	0	0	145	90	0	142	114	249	312	92	199	0	224	190	290	275
Bacillus sp. DSL-17	0	96	81	102	145	180	104	134	101	71	0	174	135	133	0	82	0	139	112	0
Bacillus velezensis	0	108	93	149	0	29	138	101	124	131	136	89	149	93	173	152	104	104	166	194
Bacillus marisflavi	0	112	101	0	0	0	120	103	97	137	137	258	285	78	0	0	194	105	256	235
Lysinibacillus sphaericus	0	103	78	0	0	0	0	0	0	0	0	0	162	0	0	0	99	0	153	112
Lysinibacillus fusiformis	0	91	0	0	0	0	0	0	0	0	0	0	214	0	84	0	157	0	231	178
Priestia filamentosa	0	103	75	0	0	0	125	93	0	0	0	0	98	0	0	0	0	0	0	0
Alkalihalobacillus krulwichiae	0	117	82	0	0	0	176	161	189	0	90	207	128	0	96	0	91	105	141	0
Oceanobacillus zhaokaii	0	103	92	0	0	0	123	116	0	0	0	136	164	0	0	0	85	0	152	0
Cytobacillus oceanisediminis	0	98	81	0	0	0	0	0	0	0	0	168	180	0	0	97	0	89	202	113
Fictibacillus phosphorivorans	0	91	98	0	0	0	145	128	0	0	0	0	101	0	87	0	0	0	0	0
Paraliobacillus zengyii	0	110	92	0	0	0	160	159	125	0	0	115	93	0	107	0	0	0	171	0
Psychrobacillus glaciei	0	95	94	0	0	0	0	0	0	105	86	0	502	0	0	0	355	0	465	365
Anaerobacillus isosaccharinicus	0	100	0	0	0	0	123	119	0	0	0	0	0	0	0	0	0	0	0	0
Mammaliicoccus stepanovicii	0	94	0	0	0	0	0	0	0	83	92	0	120	72	85	0	0	150	95	0
Paenibacillus xylanexedens	0	125	78	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0
Rummeliibacillus stabekisii	0	103	103	0	0	0	136	106	0	163	131	0	345	92	159	0	222	176	312	254
Coprococcus sp. ART55/1	0	98	156	224	938	362	0	115	238	603	219	104	913	1118	0	783	405	1007	710	818
Clostridium sp. SY8519	0	91	103	182	2500	1023	303	90	284	1678	554	151	2107	3387	0	2437	1224	2742	1543	3219
Clostridium pasteurianum	0	97	86	245	0	33	231	177	298	446	221	115	288	407	302	454	164	582	469	585
Kocuria rosea	0	99	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glutamicibacter halophytocola	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clavibacter michiganensis	0	101	124	0	0	0	0	0	0	0	0	0	115	104	0	98	0	83	110	104
Brevibacterium sp. CS2	0	125	124	0	0	0	0	0	0	0	75	0	654	103	0	90	124	0	0	0
Brevibacterium casei	0	100	155	0	69	31	0	0	0	0	165	0	185	150	123	0	0	138	104	121
Georgenia sp. Z294	0	134	171	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0
Georgenia faecalis	0	109	170	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0
Sanguibacter keddieii	0	98	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trueperella bialowiezensis	0	115	173	0	123	38	0	0	0	0	79	0	148	143	0	0	0	122	0	0
Flaviflexus sp. H23T48	0	102	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinotignum schaalii	0	101	156	0	0	0	0	0	0	0	0	0	82	0	0	79	0	0	120	0
Tessaracoccus timonensis	0	148	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium freudenreichii	0	158	189	0	0	0	0	0	0	99	101	0	1568	186	0	0	0	168	0	224
Cutibacterium granulosum	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acidipropionibacterium acidipropionici	0	149	211	0	0	0	0	0	0	0	0	0	82	90	0	0	0	83	0	105
Acidipropionibacterium jensenii	0	110	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propioniciclava sp. HDW11	0	91	100	0	49	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevilactibacter sp. MC1595	0	91	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium glucuronolyticum	0	102	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodococcus opacus	0	92	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella xylaniphila	0	96	126	235	1870	1020	0	94	105	73	0	118	185	210	115	159	298	322	750	331
Parabacteroides distasonis	0	98	162	172	552	347	0	0	91	183	119	1101	131	926	0	429	369	301	1909	215
Bacteroides eggerthii	0	141	190	163	773	406	0	0	99	0	0	0	86	156	0	98	171	202	371	241
Bacteroides thetaiotaomicron	0	105	190	154	244	140	0	0	92	0	0	0	0	88	81	130	177	190	355	212
Alistipes dispar	0	107	212	0	145	69	0	0	0	0	0	0	0	0	0	0	0	68	160	0
Petrimonas mucosa	0	94	177	0	399	178	0	0	0	0	0	0	0	0	0	0	0	71	128	0
Proteiniphilum saccharofermentans	0	93	189	0	154	63	0	0	0	0	0	0	0	0	0	0	0	0	155	0
Pseudoleptotrichia goodfellowii	0	108	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0
Streptococcus phage phiARI0131-2	0	222	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus phage PH15	0	124	108	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0
Streptococcus phage EJ-1	0	145	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus taiwanensis	0	0	80	0	0	0	91	0	0	0	0	548	0	0	82	0	0	0	0	0
Jeotgalibaca sp. PTS2502	0	0	76	0	0	0	123	0	0	0	0	140	0	0	0	84	0	0	0	0
Bacillus pseudomycoides	0	0	83	0	46	43	0	0	0	150	163	227	226	154	0	0	90	314	122	140
Bacillus sporothermodurans	0	0	77	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Metabacillus sp. KUDC1714	0	0	77	0	0	0	124	100	0	0	0	0	0	0	0	0	0	0	0	0
Pontibacillus sp. HMF3514	0	0	79	0	0	0	0	0	0	0	79	111	104	0	0	0	0	136	103	0
Amphibacillus xylanus	0	0	79	0	0	0	126	142	0	142	228	0	167	168	98	0	88	307	122	125
Staphylococcus chromogenes	0	0	84	0	0	0	140	84	0	74	0	151	152	83	0	0	85	103	0	0
Macrococcus caseolyticus	0	0	84	0	105	0	144	0	0	0	0	241	0	0	0	0	0	0	112	0
Paenisporosarcina sp. K2R23-3	0	0	81	0	0	0	0	0	0	120	111	0	300	73	0	0	168	118	258	243
Massilistercora timonensis	0	0	93	124	1961	921	134	0	184	1255	396	118	1660	2722	0	1536	983	2216	1002	2263
Blautia sp. LZLJ-3	0	0	78	0	272	95	117	0	125	370	141	93	378	497	110	615	224	460	435	567
Blautia obeum	0	0	75	134	369	105	102	0	177	628	344	128	519	855	187	667	369	1017	497	809
Butyrivibrio proteoclasticus	0	0	122	204	940	294	114	99	206	803	364	708	807	1198	0	916	493	1205	769	1145
Lachnoclostridium phocaeense	0	0	133	182	2385	813	193	0	229	1457	459	214	1963	3141	131	1798	1133	2347	1305	2514
Lachnoclostridium sp. YL32	0	0	94	0	292	108	0	0	120	481	230	0	428	554	0	505	243	674	351	509
Coprococcus catus	0	0	108	0	503	204	138	0	109	558	287	0	596	909	130	657	318	906	528	838
Anaerostipes caccae	0	0	78	0	513	282	133	0	135	503	181	294	522	797	0	661	306	723	514	795
Anaerocolumna sp. CTTW	0	0	96	0	137	95	124	0	150	284	141	0	189	320	0	444	132	429	325	531
Anaerocolumna sedimenticola	0	0	87	0	111	32	0	0	0	153	0	0	187	184	0	229	89	188	210	160
Anaerobutyricum hallii	0	0	118	243	1580	834	187	106	282	897	400	624	1203	1629	141	1373	702	1377	922	1349
Herbinix luporum	0	0	96	106	116	41	105	131	226	149	99	0	161	152	111	185	98	219	168	346
Anaerotignum propionicum	0	0	83	104	0	40	0	87	174	0	0	93	105	81	170	114	0	87	120	159
Clostridium baratii	0	0	92	162	0	0	125	196	260	154	94	239	177	0	225	90	0	175	269	183
Clostridium bornimense	0	0	90	207	107	37	115	151	172	149	114	0	189	135	342	117	88	228	250	138
Clostridium cellulovorans	0	0	82	182	0	0	0	149	200	101	0	102	164	0	473	100	0	113	244	0
Crassaminicella sp. SY095	0	0	85	255	0	0	118	161	247	146	146	124	193	178	212	124	0	282	221	178
Geosporobacter ferrireducens	0	0	83	122	0	0	0	101	156	99	0	205	141	81	154	137	0	116	217	110
Romboutsia ilealis	0	0	114	270	0	30	237	352	377	0	0	0	89	0	127	0	0	117	193	106
Paeniclostridium sordellii	0	0	99	284	0	0	257	395	585	104	94	0	0	0	349	89	0	138	184	129
Paraclostridium bifermentans	0	0	95	354	0	41	294	394	531	74	108	0	76	0	106	0	0	130	152	121
Peptoclostridium acidaminophilum	0	0	86	276	0	0	213	349	466	0	0	0	158	0	0	83	0	101	231	135
Acetoanaerobium sticklandii	0	0	83	187	50	0	152	225	349	119	82	176	164	0	310	76	0	122	250	0
Oscillibacter sp. PEA192	0	0	95	0	51	0	0	0	0	72	0	0	119	193	0	108	0	184	0	138
Mageeibacillus indolicus	0	0	102	318	512	332	164	143	327	1057	462	639	690	848	617	973	583	933	951	1125
Fastidiosipila sanguinis	0	0	89	340	483	108	0	140	176	1416	625	973	1365	665	6282	1249	624	1168	2684	687
Anaerococcus prevotii	0	0	75	270	235	29	117	168	297	635	412	301	671	320	2658	570	247	673	1261	327
Arthrobacter sp. FB24	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter sp. PM3	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arthrobacter agilis	0	0	115	0	0	0	0	0	0	0	0	0	120	117	0	132	0	102	0	118
Microbacterium sp. XT11	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium sp. CBA3102	0	0	79	0	49	0	0	0	0	98	0	0	99	137	0	265	0	141	194	150
Microbacterium foliorum	0	0	99	0	151	46	0	0	0	108	0	0	171	161	0	165	0	166	116	155
Leifsonia xyli	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Protaetiibacter intestinalis	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycetocola sp. JXN-3	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microterricola viridarii	0	0	76	0	0	0	0	0	0	0	74	0	77	0	0	123	0	0	111	0
Cellulomonas sp. Y8	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas sp. PSBB021	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas shaoxiangyii	0	0	108	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0
Cellulomonas flavigena	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas taurus	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudactinotalea sp. HY158	0	0	171	0	54	38	0	0	0	0	109	0	74	72	0	0	0	0	0	0
Paraoerskovia marina	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinotalea sp. JY-7876	0	0	108	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0
Oerskovia sp. KBS0722	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium linens	0	0	110	0	84	35	0	0	0	0	0	0	118	127	0	97	0	103	0	0
Brevibacterium luteolum	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulosimicrobium sp. BI34T	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0
Xylanimonas cellulosilytica	0	0	89	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
Isoptericola variabilis	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xylanimicrobium sp. FW10M-9	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium sp. SGAir0954	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium sp. P6-10-X1	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brachybacterium ginsengisoli	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermabacter vaginalis	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phycicoccus sp. HDW14	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tetrasphaera sp. HKS02	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium sp. HY006	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium flavum	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ornithinimicrobium pratense	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Haloactinobacterium sp. HY164	0	0	97	0	103	63	0	0	0	73	0	0	132	185	0	0	0	129	0	0
Haloactinobacterium sp. RN3S43	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sanguibacter sp. HDW7	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dermacoccus sp. PAMC28757	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miniimonas sp. S16	0	0	90	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
Beutenbergia cavernae	0	0	89	0	136	39	0	0	0	0	0	0	102	130	0	0	0	111	0	0
Luteimicrobium xylanilyticum	0	0	95	0	0	0	0	0	0	87	0	0	103	0	0	262	0	89	180	0
Kytococcus sedentarius	0	0	80	0	64	0	0	0	0	0	96	0	0	78	0	0	0	0	0	0
Schaalia sp. JY-X169	0	0	94	0	0	0	0	0	0	0	95	0	83	0	0	114	0	0	0	0
Arcanobacterium haemolyticum	0	0	98	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0
Acidipropionibacterium virtanenii	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
Raineyella sp. CBA3103	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides euryhalodurans	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium segmentosum	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium aurimucosum	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium kroppenstedtii	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium testudinoris	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium striatum	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium frankenforstense	0	0	84	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0
Corynebacterium ulcerans	0	0	76	0	88	0	0	0	0	0	0	0	144	179	0	0	0	155	0	100
Corynebacterium uterequi	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces venezuelae	0	0	90	0	0	0	0	0	0	104	0	0	107	128	0	107	0	117	107	164
Bifidobacterium longum	0	0	95	0	135	65	0	0	0	251	169	160	226	338	0	292	193	347	288	360
Bifidobacterium pseudolongum	0	0	78	0	66	46	0	0	0	109	91	0	117	141	0	147	109	125	194	146
Parascardovia denticolens	0	0	97	0	995	1184	0	0	0	600	284	0	899	1442	1788	569	519	1221	440	1204
Micromonospora carbonacea	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomonospora sp. M2	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frankia sp. EAN1pec	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	139	0	82	139	0
Variovorax paradoxus	0	0	75	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
Aggregatibacter actinomycetemcomitans	0	0	86	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas fluorescens	0	0	77	0	57	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas moraviensis	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteroides sp. HF-5287	0	0	128	206	382	213	0	0	0	0	0	0	75	98	0	101	179	229	417	198
Bacteroides intestinalis	0	0	129	238	591	286	0	100	92	0	0	0	0	127	0	183	165	140	314	133
Bacteroides caecimuris	0	0	104	0	157	81	0	0	0	0	0	0	0	0	0	0	88	136	370	144
Bacteroides cellulosilyticus	0	0	98	263	423	205	0	112	104	0	0	0	0	99	0	143	118	141	220	131
Coprobacter sp. 2CBH44	0	0	144	0	155	94	0	0	0	0	0	0	0	0	0	0	0	0	132	0
Phocaeicola salanitronis	0	0	136	217	1208	694	0	100	124	131	135	128	221	207	0	119	183	386	656	298
