species	LIB030.A0117	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN012.I0101	SYN013.I0101	SYN014.A0101	SYN014.C0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN015.F0101	SYN015.G0101	SYN015.H0101	SYN015.I0101	SYN016.I0101	SYN017.A0101	SYN017.B0101	SYN017.D0101	SYN017.E0101	SYN017.F0101	SYN017.G0101	SYN018.C0101	SYN018.H0101	SYN018.I0101	SYN019.I0101	SYN021.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN026.I0101	SYN028.I0101
Methylocaldum marinum	0	0	0	0	76	0	81	113	101	0	0	98	0	138	38	0	0	0	210	0	0	0	100	98	0	0	0	0	0	0	0	0	125	0	0	100
Agrobacterium tumefaciens	0	0	0	0	96	0	0	163	148	137	0	91	0	132	57	119	148	196	184	131	0	0	86	89	157	171	0	217	0	114	0	95	145	106	0	142
Sinorhizobium fredii	0	0	0	0	82	0	0	142	108	0	0	0	0	87	50	0	0	0	179	0	0	0	41	65	0	0	0	0	0	117	0	0	134	0	0	181
Bradyrhizobium erythrophlei	0	0	0	0	135	0	0	218	212	0	0	124	0	261	125	186	0	0	389	0	0	0	222	280	120	0	0	0	0	170	0	153	288	179	0	295
Rhodopseudomonas palustris	0	0	0	0	284	149	130	285	357	84	0	0	102	135	55	169	0	0	370	138	0	0	112	143	0	0	0	0	0	338	186	255	344	385	254	309
Bosea sp. RAC05	0	0	0	0	88	0	0	0	83	0	0	0	0	48	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	97	0	0	121	0	0	123
Phyllobacterium sp. 628	0	0	0	0	72	0	0	0	79	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0
Microvirga ossetica	0	0	0	0	137	94	0	140	154	0	0	0	0	62	0	0	0	0	201	97	0	0	70	64	0	0	0	0	0	93	0	87	239	106	0	156
Microvirga thermotolerans	0	0	0	0	90	0	234	88	101	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	122
Methylorubrum extorquens	0	0	0	0	73	0	0	90	0	0	0	0	0	203	93	0	0	0	182	0	0	0	88	104	0	0	0	0	0	84	0	0	124	0	0	0
Devosia sp. A16	0	0	0	0	94	0	0	94	0	0	0	0	0	120	62	0	0	0	124	0	0	0	69	69	0	0	0	0	0	142	0	0	111	115	0	0
Maritalea myrionectae	0	0	0	0	82	0	0	112	76	0	0	0	0	165	68	0	0	0	196	0	0	0	66	77	0	0	0	0	0	0	0	0	147	0	0	159
Pseudolabrys taiwanensis	0	0	0	0	88	0	0	133	91	0	0	0	0	118	37	0	0	0	155	0	0	0	108	70	0	0	0	0	0	91	0	0	130	105	0	0
Beijerinckia indica	0	0	0	0	109	0	0	217	116	0	0	146	0	305	100	97	0	0	288	0	0	0	163	173	0	0	0	0	0	133	0	121	218	100	0	134
Sphingobium sp. MI1205	0	0	0	0	71	0	0	122	0	0	0	0	0	102	37	0	0	0	143	78	0	0	80	61	0	0	0	0	0	117	0	0	95	0	0	0
Phaeobacter inhibens	0	0	0	0	71	0	0	95	0	0	0	0	0	120	35	0	0	0	152	0	0	0	80	78	0	0	0	0	0	121	0	0	115	0	0	120
Ruegeria sp. TM1040	0	0	0	0	83	0	0	160	97	0	0	124	0	188	116	79	0	0	219	0	0	0	129	132	0	0	0	0	0	101	0	0	165	0	0	113
Azospirillum lipoferum	0	0	0	0	110	0	109	162	125	0	0	0	0	171	55	154	0	0	174	0	0	0	143	216	0	0	0	0	124	151	0	118	135	164	0	113
Rhodospirillum rubrum	0	0	0	0	124	0	0	147	142	0	0	0	0	101	57	0	0	0	216	0	0	0	85	59	0	0	0	0	0	114	0	87	184	106	0	172
Hypericibacter adhaerens	0	0	0	0	84	0	0	134	87	0	0	0	0	133	52	0	0	0	156	0	0	0	73	82	0	0	0	0	0	132	0	0	121	100	0	135
Tistrella mobilis	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	119	0	0
Ferrovibrio terrae	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	83	0	0	75	0	0	0
Diaphorobacter aerolatus	0	0	0	0	73	0	0	0	85	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	135	0	0	79	94	0	104
Orrella dioscoreae	0	0	0	0	83	0	0	0	87	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	84	0	0	107	0	0	137
Janthinobacterium tructae	0	0	0	0	71	0	0	88	0	0	0	0	0	120	0	0	0	0	142	0	0	0	69	63	0	0	0	0	0	81	0	0	97	0	0	0
Iodobacter fluviatilis	0	0	0	0	93	80	116	132	106	0	0	0	0	118	0	0	0	0	167	88	0	0	81	79	0	0	0	0	0	0	0	0	197	0	0	0
Campylobacter hominis	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	91	0	0	0
Campylobacter curvus	0	0	0	0	82	0	0	588	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	161	0	0	275	133	243	244
Desulfovibrio fairfieldensis	0	0	0	0	93	0	0	205	127	0	0	192	0	265	109	101	0	0	297	0	0	0	176	160	0	0	0	0	0	161	0	123	208	98	0	136
Pseudodesulfovibrio aespoeensis	0	0	0	0	131	0	0	217	126	0	0	156	0	226	109	133	0	0	275	0	0	0	193	206	103	0	0	0	0	212	0	124	219	178	0	169
Pseudodesulfovibrio sp. zrk46	0	0	0	0	92	0	0	150	115	0	0	100	0	162	70	79	0	0	226	0	0	0	116	106	0	0	0	0	0	169	0	96	157	128	0	136
Pseudodesulfovibrio indicus	0	0	0	0	73	0	0	0	0	0	0	0	0	59	39	110	0	0	109	0	0	0	83	195	0	0	0	0	0	0	0	0	83	0	0	118
Desulfomicrobium orale	0	0	0	0	92	0	0	157	92	0	0	90	0	189	82	0	0	0	209	0	0	0	114	104	0	0	0	0	0	170	0	85	141	136	0	152
Geobacter sp. FeAm09	0	0	0	0	131	0	0	248	163	0	0	191	0	246	99	184	0	0	307	0	0	0	237	304	121	0	0	0	0	203	0	151	259	117	0	214
Geobacter sulfurreducens	0	0	0	0	102	0	0	138	78	0	0	0	0	102	0	0	0	0	155	0	0	0	60	0	0	0	0	0	0	115	0	0	128	124	0	160
Geobacter daltonii	0	0	0	0	75	0	85	169	116	0	0	140	0	221	72	77	0	0	240	0	0	0	124	131	0	0	0	0	0	104	0	87	161	0	0	103
Desulfuromonas soudanensis	0	0	0	0	75	0	0	84	79	0	0	0	0	119	0	0	0	0	121	0	0	0	75	0	0	0	0	0	0	109	0	0	97	105	0	103
Myxococcus stipitatus	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0
Anaeromyxobacter dehalogenans	0	0	0	0	81	0	0	107	78	0	0	0	0	166	155	147	0	0	139	0	0	0	136	254	0	0	0	0	0	0	0	0	110	0	0	0
Labilithrix luteola	0	0	0	0	81	0	0	81	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	149	0	0	99	113	0	116
Sandaracinus amylolyticus	0	0	0	0	77	0	0	82	107	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	136	0	0	70	136	0	0
Desulfococcus oleovorans	0	0	0	0	79	0	0	141	109	0	0	0	0	227	73	104	0	0	176	77	0	0	163	208	0	0	0	0	0	88	0	0	168	0	0	100
Desulfonema magnum	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	109	0	0
Desulfobulbus oralis	0	0	0	0	78	0	0	0	111	0	0	0	0	59	94	0	0	0	84	0	0	0	41	0	0	0	0	0	0	82	0	0	117	99	0	107
Desulfocapsa sulfexigens	0	0	0	0	106	118	158	148	124	83	0	0	0	151	77	0	0	0	205	137	0	0	106	95	0	0	0	0	0	0	0	85	232	0	0	102
Fusobacterium varium	0	0	0	0	174	211	109	174	234	242	0	0	0	53	0	0	0	108	171	263	0	0	42	0	0	0	0	0	190	0	0	0	396	175	101	157
Fusobacterium gonidiaformans	0	0	0	0	124	0	207	81	84	93	0	0	0	78	0	0	286	343	0	142	0	0	105	59	244	188	0	277	437	106	107	0	109	166	169	0
Fusobacterium sp. NSJ-57	0	0	0	0	72	79	0	0	0	76	0	0	0	0	0	0	108	157	0	105	0	0	0	0	0	0	0	0	230	72	0	0	0	0	0	0
Fusobacterium mortiferum	0	0	0	0	89	76	0	0	79	98	0	0	0	0	0	0	140	177	0	122	97	0	0	0	98	91	0	156	196	0	0	0	149	95	0	0
Fusobacterium canifelinum	0	0	0	0	78	0	0	0	0	66	0	0	109	237	335	0	129	182	0	115	155	139	101	205	120	104	519	150	174	82	0	0	157	142	0	245
Fusobacterium ulcerans	0	0	0	0	76	0	0	0	0	103	0	0	0	0	0	0	138	169	0	91	0	0	0	0	138	94	0	127	225	0	0	0	0	0	0	0
Ilyobacter polytropus	0	0	0	0	73	0	320	82	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptobacillus moniliformis	0	0	0	0	304	132	765	164	228	106	0	0	0	0	0	0	0	0	117	118	0	0	72	0	0	0	0	0	83	72	0	0	276	105	140	204
Sneathia vaginalis	0	0	0	0	74	0	234	0	0	89	0	0	103	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	167	0	0	0	70	0	117	0
Treponema phagedenis	0	0	0	0	358	224	487	401	339	240	0	0	160	285	64	128	1024	1473	238	785	0	0	305	204	895	793	115	1140	1360	386	430	213	513	760	601	323
Treponema ruminis	0	0	0	0	135	108	131	122	137	0	0	0	0	0	0	0	0	0	122	80	0	0	0	0	0	0	0	0	120	96	0	0	218	97	0	161
Sphaerochaeta globosa	0	0	0	0	74	0	0	144	83	0	0	0	0	108	34	76	0	0	192	0	0	0	130	118	0	0	0	0	0	0	0	0	145	0	0	134
Spirochaeta thermophila	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	104
Sediminispirochaeta smaragdinae	0	0	0	0	72	0	0	93	0	0	0	0	100	82	34	0	0	0	101	0	99	109	57	0	0	0	0	0	0	104	0	0	97	0	0	109
Brachyspira hyodysenteriae	0	0	0	0	108	105	0	87	123	90	0	0	0	0	0	0	0	0	76	135	0	0	0	0	0	0	0	0	142	0	0	0	185	0	0	0
Brachyspira intermedia	0	0	0	0	90	93	0	90	84	155	0	0	0	0	0	0	140	197	0	183	0	0	0	0	134	95	0	196	239	0	0	0	173	103	0	0
Urbifossiella limnaea	0	0	0	0	91	0	0	126	88	0	0	0	0	136	106	0	0	0	178	0	0	0	78	63	0	0	0	0	0	0	0	0	131	0	0	112
Akkermansia muciniphila	0	0	0	0	149	139	206	150	189	69	0	0	0	87	35	82	0	0	179	104	0	0	92	87	0	0	101	0	0	114	0	97	274	144	0	204
Acidobacterium capsulatum	0	0	0	0	91	0	0	168	129	0	0	0	0	120	49	0	0	0	178	85	0	0	93	66	0	0	0	0	0	83	0	0	178	0	0	0
Candidatus Solibacter usitatus	0	0	0	0	72	0	0	92	100	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	135	0	0	67	116	0	0
Cloacibacillus porcorum	0	0	0	0	114	0	0	186	114	0	0	0	0	209	119	161	0	0	195	0	0	0	180	328	113	0	0	0	0	185	0	98	131	186	0	152
Mesotoga prima	0	0	0	0	87	0	0	148	92	0	0	96	0	184	60	0	0	0	157	94	0	0	96	97	0	0	0	0	0	74	0	0	193	0	0	118
Lacticaseibacillus rhamnosus	0	0	0	0	0	214	207458	173903	0	3348	0	796	0	0	52	135	109	0	1813	34428	135	193	120	139	1101	889	2852	0	1235	83	183	0	0	3875	0	7599
Limosilactobacillus gastricus	0	0	0	0	0	127	347	0	0	87	0	255	0	0	35	0	0	0	0	145	0	104	0	0	0	0	353	0	0	0	0	0	0	0	0	0
Lactobacillus acetotolerans	0	0	0	0	0	140	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	267	0	0	0	0	0	0	0	0	0
Lactobacillus amylovorus	0	0	0	0	0	77	257	0	0	0	0	99	0	46	0	0	0	0	0	0	0	0	50	0	0	0	129	0	0	0	0	0	0	0	0	0
Ligilactobacillus animalis	0	0	0	0	0	86	278	0	0	115	0	0	0	0	0	0	0	0	79	125	0	0	47	0	0	0	138	0	0	0	0	0	114	0	0	0
Ligilactobacillus saerimneri	0	0	0	0	0	73	185	0	0	0	0	167	0	0	0	0	0	0	0	77	91	145	0	0	0	0	233	0	0	0	0	0	0	0	0	0
Weissella sp. HDW19	0	0	0	0	0	90	0	0	0	77	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0
Weissella ceti	0	0	0	0	0	82	0	0	79	67	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0
Weissella cryptocerci	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactiplantibacillus pentosus	0	0	0	0	0	130	470	0	0	94	0	480	0	0	37	0	0	0	0	156	0	110	0	0	0	0	614	0	0	0	94	0	0	0	0	0
Companilactobacillus heilongjiangensis	0	0	0	0	0	93	0	90	103	86	0	0	0	0	0	0	0	0	80	130	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0
Levilactobacillus zymae	0	0	0	0	0	107	308	91	96	77	0	280	0	0	0	0	0	0	0	108	0	0	0	0	0	0	320	0	0	0	89	0	0	0	0	0
Levilactobacillus koreensis	0	0	0	0	0	100	155	0	0	96	0	133	0	0	0	0	0	0	0	114	0	0	0	0	0	0	183	0	0	0	0	0	86	0	0	0
Lentilactobacillus hilgardii	0	0	0	0	0	117	331	0	0	91	0	177	0	0	0	0	0	0	0	109	0	0	38	0	0	0	211	0	0	0	0	0	0	0	0	0
Lentilactobacillus kefiri	0	0	0	0	0	80	240	0	79	0	0	143	0	0	0	0	0	0	0	86	0	95	0	0	0	0	217	0	86	0	0	0	0	0	0	0
Paucilactobacillus oligofermentans	0	0	0	0	0	122	277	103	0	114	0	0	0	0	0	0	0	0	0	109	122	115	45	0	0	0	125	0	0	0	0	0	172	0	0	0
Oenococcus kitaharae	0	0	0	0	0	110	0	86	83	102	0	0	0	0	0	0	0	0	125	110	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0
Apilactobacillus bombintestini	0	0	0	0	0	86	0	0	85	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Staphylococcus sp. MI 10-1553	0	0	0	0	0	87	0	0	0	137	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	181	0	0	0	0	168	0	0	0
Staphylococcus condimenti	0	0	0	0	0	103	0	0	85	116	0	0	0	0	0	0	0	0	73	123	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0
Staphylococcus warneri	0	0	0	0	0	99	0	0	86	72	0	0	0	0	0	0	0	0	76	95	91	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Paenibacillus sp. JNUCC-31	0	0	0	0	0	146	0	0	115	0	219	120	99	0	0	105	144	133	0	0	0	0	47	76	133	0	0	0	96	0	132	0	0	0	127	0
Paenibacillus sp. DCT19	0	0	0	0	0	92	0	0	0	123	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	138	0	0	0	0	109	0	0	0
Megamonas hypermegale	0	0	0	0	0	78	231	92	109	69	0	0	0	0	31	0	0	0	0	79	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0
Longibaculum sp. KGMB06250	0	0	0	0	0	96	0	0	84	107	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0
Faecalibacillus intestinalis	0	0	0	0	0	80	0	0	137	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0
Mobiluncus curtisii	0	0	0	0	0	203	0	113	274	157	0	0	0	0	0	0	0	0	92	235	0	0	0	0	0	0	0	0	86	0	160	0	76	0	0	0
Arthrobacter citreus	0	0	0	0	0	84	0	112	0	137	0	0	0	0	0	0	0	0	0	142	123	99	0	0	0	0	0	164	0	0	0	0	105	0	0	0
Dermabacter jinjuensis	0	0	0	0	0	121	0	0	95	86	0	0	0	62	43	116	0	0	0	112	0	0	90	173	0	0	0	0	0	95	0	0	0	98	0	0
Mycoplasma sp. Mirounga ES2806-GEN	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Spiroplasma chinense	0	0	0	0	0	89	136	0	0	0	0	0	0	0	0	0	0	0	93	73	0	0	44	0	0	0	0	0	0	0	0	0	168	0	0	0
Spiroplasma corruscae	0	0	0	0	0	80	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	88	0	0	0
Anabaenopsis circularis	0	0	0	0	0	92	0	0	98	0	0	0	0	0	0	0	0	0	80	84	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Polaribacter sp. Hel1_33_78	0	0	0	0	0	74	0	0	93	71	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
Polaribacter vadi	0	0	0	0	0	77	0	0	0	111	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Kaistella flava (ex Peng et al. 2021)	0	0	0	0	0	75	0	0	86	89	0	0	0	0	0	0	0	0	76	94	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Elizabethkingia meningoseptica	0	0	0	0	0	73	0	0	0	78	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0
Apibacter raozihei	0	0	0	0	0	75	172	0	76	84	0	0	0	0	0	0	0	0	85	99	0	0	49	0	0	0	0	0	81	0	0	0	113	0	0	0
Flammeovirga pectinis	0	0	0	0	0	103	0	74	104	105	0	0	0	0	0	0	0	0	96	138	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Sphingobacterium sp. UDSM-2020	0	0	0	0	0	84	117	0	0	0	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0
Actinobacillus lignieresii	0	0	0	0	0	95	159	86	106	93	0	0	0	0	0	0	0	0	101	109	0	0	50	0	0	0	0	0	0	0	0	0	145	0	0	0
Providencia alcalifaciens	0	0	0	0	0	81	0	0	92	68	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	84	0	0	0	127	0	0	0
Psychrobacter sp. G	0	0	0	0	0	109	0	0	91	99	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0
Ketobacter alkanivorans	0	0	0	0	0	85	0	0	79	77	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0
Vibrio taketomensis	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0
Vibrio mediterranei	0	0	0	0	0	74	190	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	48	0	0	0	0	0	0	0	0	0	87	0	0	0
Tatlockia micdadei	0	0	0	0	0	96	0	0	77	76	0	0	0	0	0	0	0	0	83	89	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	0
Acidiferrobacter sp. SPIII_3	0	0	0	0	0	81	0	77	87	0	0	0	0	55	0	0	0	0	84	83	0	0	48	0	0	0	0	0	0	0	0	0	157	0	0	0
Bartonella tribocorum	0	0	0	0	0	163	0	0	99	0	188	138	0	0	0	106	129	0	0	0	0	0	52	67	128	0	0	0	132	0	129	0	0	0	121	0
Candidatus Endolissoclinum faulkneri	0	0	0	0	0	91	0	0	96	85	0	0	0	0	0	0	0	0	76	90	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0
Hyphomonas sp. Mor2	0	0	0	0	0	117	0	73	91	0	0	0	0	0	0	0	0	0	81	82	0	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0
Herminiimonas arsenitoxidans	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0
Borrelia coriaceae	0	0	0	0	0	111	137	75	84	80	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	129	0	0	0
Enterococcus phage phiEf11	0	0	0	0	0	140	0	0	106	0	212	158	116	0	0	116	185	143	0	0	0	0	72	93	143	0	0	0	98	0	201	0	0	0	133	0
Enterococcus lactis	0	0	0	0	0	0	112	73	0	535	0	0	0	0	0	247	865	925	107	389	0	0	0	0	633	927	0	1395	101	0	0	0	0	119	0	0
Enterococcus gallinarum	0	0	0	0	0	0	96	0	0	232	0	0	0	0	0	131	368	392	0	157	0	0	0	0	242	366	0	506	0	0	0	0	0	777	0	0
Lactobacillus sp. JM1	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus sp. wkB8	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus kullabergensis	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactobacillus helveticus	0	0	0	0	0	0	163	0	0	0	0	89	0	0	0	0	0	0	0	0	154	97	0	0	0	0	190	0	0	0	0	0	0	0	0	0
Lactobacillus apis	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0
Lactobacillus terrae	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	115	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacticaseibacillus manihotivorans	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	131	0	0	0	0	0	0	0
Levilactobacillus suantsaii	0	0	0	0	0	0	219	0	0	0	0	136	0	0	0	0	0	0	0	86	0	0	0	0	0	0	144	0	120	0	0	0	0	0	0	0
Weissella jogaejeotgali	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella hellenica	0	0	0	0	0	0	141	0	0	0	0	0	0	45	0	0	0	0	0	0	0	84	40	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella soli	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0
Leuconostoc carnosum	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc mesenteroides	0	0	0	0	0	0	123	0	99	66	173	206	0	0	0	0	0	0	0	0	0	0	41	71	106	0	0	0	120	0	101	0	0	0	0	0
Lentilactobacillus parabuchneri	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Companilactobacillus paralimentarius	0	0	0	0	0	0	283	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0
Companilactobacillus farciminis	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	146	0	0	0
Latilactobacillus graminis	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	73	125	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paucilactobacillus hokkaidonensis	0	0	0	0	0	0	330	0	75	80	0	101	0	0	0	0	0	0	0	75	0	0	39	0	0	0	172	0	0	0	0	0	0	0	0	0
Pediococcus claussenii	0	0	0	0	0	0	101	0	0	85	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	91	0	0	0	132	0	0	0
Pediococcus damnosus	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0
Liquorilactobacillus mali	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	119	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fructilactobacillus sanfranciscensis	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	110	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fructilactobacillus lindneri	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0
Secundilactobacillus paracollinoides	0	0	0	0	0	0	204	0	0	0	0	152	0	0	0	0	0	0	0	90	118	103	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Secundilactobacillus malefermentans	0	0	0	0	0	0	86	93	96	93	0	0	0	0	0	0	0	0	0	130	143	121	0	0	0	0	119	0	101	0	0	0	90	0	0	0
Acetilactobacillus jinshanensis	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus luti	0	0	0	0	0	0	269	74	0	1592	0	0	0	0	77	1032	301	1422	0	321	0	0	0	0	0	94	0	637	0	72	0	0	0	0	0	0
Bacillus paranthracis	0	0	0	0	0	0	221	0	0	1302	0	0	0	0	46	875	224	1114	0	279	0	0	0	0	0	83	0	408	0	0	0	0	0	0	0	0
Bacillus wiedmannii	0	0	0	0	0	0	159	0	0	1232	0	0	0	0	85	883	302	1145	0	215	0	0	0	0	0	0	0	433	0	0	0	0	0	0	0	0
Bacillus sp. V3	0	0	0	0	0	0	114	171	0	409	0	0	0	0	0	0	0	214	0	336	0	0	42	0	106	77	0	717	108	0	0	128	0	200	0	153
Bacillus sonorensis	0	0	0	0	0	0	165	145	112	154	0	0	0	0	0	0	0	0	75	156	0	0	0	0	0	0	0	271	0	103	0	94	0	147	0	121
Bacillus licheniformis	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillus infantis	0	0	0	0	0	0	135	113	0	108	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	205	0	90	0	0	0	114	0	101
Virgibacillus sp. Bac330	0	0	0	0	0	0	122	131	0	224	0	0	0	0	0	0	0	199	0	246	0	0	39	0	0	78	0	475	155	0	0	85	0	130	0	0
Alkalihalobacillus miscanthi	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0
Lentibacillus sp. CBA3610	0	0	0	0	0	0	135	73	0	113	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	198	0	0	0	0	98	0	0	132
Caldibacillus thermoamylovorans	0	0	0	0	0	0	123	120	0	174	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	284	141	0	0	0	0	0	0	0
