count	species	sample	rel_abund
17821	Selenomonas sp. oral taxon 126	SYN022.I0101	0.00213646523319732
25211	Selenomonas sp. oral taxon 126	SYN023.I0101	0.0038122805303774233
44168	Selenomonas sp. oral taxon 126	SYN025.I0101	0.004752103172541004
37940	Selenomonas sp. oral taxon 126	SYN028.I0101	0.0038946450273318056
306	Selenomonas sp. Marseille-Q3039	SYN001.A0101	4.560113019271693e-5
268	Selenomonas sp. Marseille-Q3039	SYN002.A0101	2.9922830360328937e-5
329	Selenomonas sp. Marseille-Q3039	SYN003.A0101	4.4861093555288024e-5
117	Selenomonas sp. Marseille-Q3039	SYN015.B0101	1.2453835653649676e-5
230	Selenomonas sp. Marseille-Q3039	SYN015.D0101	5.243415296273482e-5
355	Selenomonas sp. Marseille-Q3039	SYN015.E0101	1.289820482421927e-4
121	Selenomonas sp. Marseille-Q3039	SYN017.A0101	1.3679576606929123e-5
136	Selenomonas sp. Marseille-Q3039	SYN017.B0101	1.6617177616368506e-5
587	Selenomonas sp. Marseille-Q3039	SYN018.C0101	6.558253265663779e-5
3351	Selenomonas sp. Marseille-Q3039	SYN005.I0101	4.831192288084962e-4
165	Selenomonas sp. Marseille-Q3039	SYN006.I0101	2.2900559939509213e-5
107	Selenomonas sp. Marseille-Q3039	SYN008.I0101	1.3303884087609683e-5
8216	Selenomonas sp. Marseille-Q3039	SYN009.I0101	0.0011502709422883475
6869	Selenomonas sp. Marseille-Q3039	SYN015.I0101	9.753009887612499e-4
1094	Selenomonas sp. Marseille-Q3039	SYN018.I0101	1.391313548786842e-4
14175	Selenomonas sp. Marseille-Q3039	SYN019.I0101	0.002004113982975423
15822	Selenomonas sp. Marseille-Q3039	SYN022.I0101	0.0018968157185145615
22382	Selenomonas sp. Marseille-Q3039	SYN023.I0101	0.0033844933890328625
37672	Selenomonas sp. Marseille-Q3039	SYN025.I0101	0.004053188523726786
29794	Selenomonas sp. Marseille-Q3039	SYN028.I0101	0.003058435791890454
1127	Selenomonas sputigena	SYN001.A0101	1.6794926054637904e-4
658	Selenomonas sputigena	SYN002.A0101	7.346724767573298e-5
1467	Selenomonas sputigena	SYN003.A0101	2.0003411624804722e-4
332	Selenomonas sputigena	SYN015.B0101	3.533908920522814e-5
343	Selenomonas sputigena	SYN015.D0101	7.819528028790453e-5
915	Selenomonas sputigena	SYN015.E0101	3.3244668772283465e-4
159	Selenomonas sputigena	SYN017.A0101	1.7975641987617608e-5
255	Selenomonas sputigena	SYN017.B0101	3.115720803069095e-5
1607	Selenomonas sputigena	SYN018.C0101	1.7954195907873412e-4
88541	Selenomonas sputigena	SYN005.I0101	0.012765102846294557
11848	Selenomonas sputigena	SYN006.I0101	0.001644398994929122
273	Selenomonas sputigena	SYN008.I0101	3.3943554728200404e-5
198189	Selenomonas sputigena	SYN009.I0101	0.027747206399852155
66095	Selenomonas sputigena	SYN015.I0101	0.009384556536930384
63523	Selenomonas sputigena	SYN018.I0101	0.008078648131589265
64278	Selenomonas sputigena	SYN019.I0101	0.009087861629466966
57287	Selenomonas sputigena	SYN022.I0101	0.006867834791211205
136479	Selenomonas sputigena	SYN023.I0101	0.020637667466795462
384432	Selenomonas sputigena	SYN025.I0101	0.041361631199653213
153468	Selenomonas sputigena	SYN028.I0101	0.01575391099247648
15087	Mogibacterium diversum	SYN001.A0101	0.002248314546462485
23458	Mogibacterium diversum	SYN002.A0101	0.002619140875345508
19135	Mogibacterium diversum	SYN003.A0101	0.002609170289302238
114797	Mogibacterium diversum	SYN015.B0101	0.012219341637025828
17562	Mogibacterium diversum	SYN015.D0101	0.004003689540571952
22318	Mogibacterium diversum	SYN015.E0101	0.0081087925427303
8784	Mogibacterium diversum	SYN017.A0101	9.930694290517803e-4
49132	Mogibacterium diversum	SYN017.B0101	0.006003199784172187
199274	Mogibacterium diversum	SYN018.C0101	0.02226387327533022
204013	Mogibacterium diversum	SYN005.I0101	0.029412892637095713
72795	Mogibacterium diversum	SYN006.I0101	0.010103310671494382
996005	Mogibacterium diversum	SYN008.I0101	0.12383864552037085
192244	Mogibacterium diversum	SYN009.I0101	0.026914884010379878
81026	Mogibacterium diversum	SYN015.I0101	0.011504547665652794
33339	Mogibacterium diversum	SYN018.I0101	0.004239945375046118
254331	Mogibacterium diversum	SYN019.I0101	0.03595825844120792
86800	Mogibacterium diversum	SYN022.I0101	0.010405991933198327
198332	Mogibacterium diversum	SYN023.I0101	0.02999076681412142
34541	Mogibacterium diversum	SYN025.I0101	0.0037163194095892684
257005	Mogibacterium diversum	SYN028.I0101	0.026382267929610195
1302	Mogibacterium pumilum	SYN001.A0101	1.9402833827097206e-4
1976	Mogibacterium pumilum	SYN002.A0101	2.2062504773138052e-4
1701	Mogibacterium pumilum	SYN003.A0101	2.319413985943615e-4
7240	Mogibacterium pumilum	SYN015.B0101	7.70647607969433e-4
4883	Mogibacterium pumilum	SYN015.D0101	0.00111319986485667
6045	Mogibacterium pumilum	SYN015.E0101	0.0021963281172508583
2044	Mogibacterium pumilum	SYN017.A0101	2.3108309574019115e-4
3072	Mogibacterium pumilum	SYN017.B0101	3.7535271792267684e-4
11899	Mogibacterium pumilum	SYN018.C0101	0.001329414916663259
63159	Mogibacterium pumilum	SYN005.I0101	0.009105737801347602
11831	Mogibacterium pumilum	SYN006.I0101	0.0016420395432989907
324449	Mogibacterium pumilum	SYN008.I0101	0.040340484937765174
65695	Mogibacterium pumilum	SYN009.I0101	0.009197547414025438
29706	Mogibacterium pumilum	SYN015.I0101	0.004217832460640805
12836	Mogibacterium pumilum	SYN018.I0101	0.0016324406501122398
17993	Mogibacterium pumilum	SYN019.I0101	0.002543916959130637
26979	Mogibacterium pumilum	SYN022.I0101	0.003234369312969558
67494	Mogibacterium pumilum	SYN023.I0101	0.010206102975577875
8824	Mogibacterium pumilum	SYN025.I0101	9.493877557168497e-4
74284	Mogibacterium pumilum	SYN028.I0101	0.007625456278606111
159	Aminipila sp. CBA3637	SYN001.A0101	2.36947049040588e-5
163	Aminipila sp. CBA3637	SYN002.A0101	1.8199333390797076e-5
244	Aminipila sp. CBA3637	SYN003.A0101	3.327084142094309e-5
423	Aminipila sp. CBA3637	SYN015.B0101	4.502540582473345e-5
56	Aminipila sp. CBA3637	SYN015.D0101	1.2766576373535435e-5
51	Aminipila sp. CBA3637	SYN015.E0101	1.8529815381272753e-5
91	Aminipila sp. CBA3637	SYN017.A0101	1.0287946043227689e-5
262	Aminipila sp. CBA3637	SYN017.B0101	3.20125039374158e-5
187	Aminipila sp. CBA3637	SYN018.C0101	2.0892561510717662e-5
121	Aminipila sp. CBA3637	SYN005.I0101	1.7444770720927496e-5
0	Aminipila sp. CBA3637	SYN006.I0101	0
335	Aminipila sp. CBA3637	SYN008.I0101	4.165234737709574e-5
586	Aminipila sp. CBA3637	SYN009.I0101	8.204220693536656e-5
163	Aminipila sp. CBA3637	SYN015.I0101	2.314369794265304e-5
191	Aminipila sp. CBA3637	SYN018.I0101	2.4290757570227314e-5
160	Aminipila sp. CBA3637	SYN019.I0101	2.2621392400428054e-5
86	Aminipila sp. CBA3637	SYN022.I0101	1.0310084173445347e-5
286	Aminipila sp. CBA3637	SYN023.I0101	4.3247480531829085e-5
487	Aminipila sp. CBA3637	SYN025.I0101	5.2397080352913166e-5
163	Aminipila sp. CBA3637	SYN028.I0101	1.6732396928178292e-5
119	Aminipila sp. JN-18	SYN001.A0101	1.7733772852723253e-5
159	Aminipila sp. JN-18	SYN002.A0101	1.775272398243396e-5
153	Aminipila sp. JN-18	SYN003.A0101	2.0862453841820876e-5
256	Aminipila sp. JN-18	SYN015.B0101	2.724941818234459e-5
48	Aminipila sp. JN-18	SYN015.D0101	1.0942779748744657e-5
0	Aminipila sp. JN-18	SYN015.E0101	0
0	Aminipila sp. JN-18	SYN017.A0101	0
103	Aminipila sp. JN-18	SYN017.B0101	1.25850683418085e-5
103	Aminipila sp. JN-18	SYN018.C0101	1.1507667570074434e-5
75	Aminipila sp. JN-18	SYN005.I0101	1.0812874413798034e-5
0	Aminipila sp. JN-18	SYN006.I0101	0
0	Aminipila sp. JN-18	SYN008.I0101	0
427	Aminipila sp. JN-18	SYN009.I0101	5.978160812525857e-5
117	Aminipila sp. JN-18	SYN015.I0101	1.6612347603008626e-05
141	Aminipila sp. JN-18	SYN018.I0101	1.7931920509958383e-5
183	Aminipila sp. JN-18	SYN019.I0101	2.5873217557989586e-5
0	Aminipila sp. JN-18	SYN022.I0101	0
128	Aminipila sp. JN-18	SYN023.I0101	1.9355515762496934e-5
393	Aminipila sp. JN-18	SYN025.I0101	4.228347552093403e-5
135	Aminipila sp. JN-18	SYN028.I0101	1.3858120155239689e-5
148	Aminipila butyrica	SYN001.A0101	2.2055448589941524e-5
185	Aminipila butyrica	SYN002.A0101	2.065568513679423e-5
263	Aminipila butyrica	SYN003.A0101	3.586160366273785e-5
404	Aminipila butyrica	SYN015.B0101	4.300298806901256e-5
126	Aminipila butyrica	SYN015.D0101	2.8724796840454726e-5
77	Aminipila butyrica	SYN015.E0101	2.797638792858827e-5
91	Aminipila butyrica	SYN017.A0101	1.0287946043227689e-5
248	Aminipila butyrica	SYN017.B0101	3.03019121239661e-5
265	Aminipila butyrica	SYN018.C0101	2.9607105884172086e-5
0	Aminipila butyrica	SYN005.I0101	0
0	Aminipila butyrica	SYN006.I0101	0
92	Aminipila butyrica	SYN008.I0101	1.1438853608038232e-5
625	Aminipila butyrica	SYN009.I0101	8.750235381331758e-5
204	Aminipila butyrica	SYN015.I0101	2.89651188975535e-5
0	Aminipila butyrica	SYN018.I0101	0
184	Aminipila butyrica	SYN019.I0101	2.601460126049226e-5
86	Aminipila butyrica	SYN022.I0101	1.0310084173445347e-5
202	Aminipila butyrica	SYN023.I0101	3.0545423312690476e-5
453	Aminipila butyrica	SYN025.I0101	4.873896796687816e-5
115	Aminipila butyrica	SYN028.I0101	1.18050653174264e-5
3120	Lachnoanaerobaculum umeaense	SYN001.A0101	4.6495270000417266e-4
4477	Lachnoanaerobaculum umeaense	SYN002.A0101	4.998675803104204e-4
8834	Lachnoanaerobaculum umeaense	SYN003.A0101	0.0012045680865270954
2202	Lachnoanaerobaculum umeaense	SYN015.B0101	2.343875735840734e-4
2413	Lachnoanaerobaculum umeaense	SYN015.D0101	5.501026569525179e-4
3163	Lachnoanaerobaculum umeaense	SYN015.E0101	0.001149211883352269
1671	Lachnoanaerobaculum umeaense	SYN017.A0101	1.8891382239816996e-4
1198	Lachnoanaerobaculum umeaense	SYN017.B0101	1.463777851794814e-4
4139	Lachnoanaerobaculum umeaense	SYN018.C0101	4.6242947643240854e-4
35474	Lachnoanaerobaculum umeaense	SYN005.I0101	0.00511434542606762
19837	Lachnoanaerobaculum umeaense	SYN006.I0101	0.00275320246981845
1485	Lachnoanaerobaculum umeaense	SYN008.I0101	1.8463801747757363e-4
7640	Lachnoanaerobaculum umeaense	SYN009.I0101	0.0010696287730139942
12694	Lachnoanaerobaculum umeaense	SYN015.I0101	0.0018023687219879613
1719	Lachnoanaerobaculum umeaense	SYN018.I0101	2.1861681813204584e-4
26343	Lachnoanaerobaculum umeaense	SYN019.I0101	0.0037244708750279764
6470	Lachnoanaerobaculum umeaense	SYN022.I0101	7.756540070022256e-4
25209	Lachnoanaerobaculum umeaense	SYN023.I0101	0.0038119781004436345
19090	Lachnoanaerobaculum umeaense	SYN025.I0101	0.0020539225132178898
18978	Lachnoanaerobaculum umeaense	SYN028.I0101	0.0019481437356010283
95	Blautia sp. SC05B48	SYN001.A0101	1.4157213621921923e-5
119	Blautia sp. SC05B48	SYN002.A0101	1.3286629898802774e-5
198	Blautia sp. SC05B48	SYN003.A0101	2.6998469677650543e-5
207	Blautia sp. SC05B48	SYN015.B0101	2.2033709233380196e-5
1116	Blautia sp. SC05B48	SYN015.D0101	2.544196291583133e-4
482	Blautia sp. SC05B48	SYN015.E0101	1.751249218386954e-4
250	Blautia sp. SC05B48	SYN017.A0101	2.8263588030845296e-5
103	Blautia sp. SC05B48	SYN017.B0101	1.25850683418085e-5
296	Blautia sp. SC05B48	SYN018.C0101	3.30705786479809e-5
984	Blautia sp. SC05B48	SYN005.I0101	1.4186491230903022e-4
375	Blautia sp. SC05B48	SYN006.I0101	5.204672713524821e-5
430	Blautia sp. SC05B48	SYN008.I0101	5.3464207081048254e-5
1110	Blautia sp. SC05B48	SYN009.I0101	1.5540418037245202e-4
1731	Blautia sp. SC05B48	SYN015.I0101	2.4577755299835834e-4
0	Blautia sp. SC05B48	SYN018.I0101	0
1553	Blautia sp. SC05B48	SYN019.I0101	2.195688899866548e-4
681	Blautia sp. SC05B48	SYN022.I0101	8.164148048972421e-5
1430	Blautia sp. SC05B48	SYN023.I0101	2.1623740265914543e-4
1027	Blautia sp. SC05B48	SYN025.I0101	1.104965123664103e-4
1695	Blautia sp. SC05B48	SYN028.I0101	1.7399639750467609e-4
124	Blautia producta	SYN001.A0101	1.8478889359140194e-5
144	Blautia producta	SYN002.A0101	1.6077938701072265e-5
222	Blautia producta	SYN003.A0101	3.02710114567597e-5
185	Blautia producta	SYN015.B0101	1.9691962358334957e-5
712	Blautia producta	SYN015.D0101	1.623178996063791e-4
347	Blautia producta	SYN015.E0101	1.2607541053532637e-4
130	Blautia producta	SYN017.A0101	1.4697065776039555e-5
0	Blautia producta	SYN017.B0101	0
216	Blautia producta	SYN018.C0101	2.413258441879687e-5
981	Blautia producta	SYN005.I0101	1.414323973324783e-4
400	Blautia producta	SYN006.I0101	5.551650894426476e-5
695	Blautia producta	SYN008.I0101	8.641307888681055e-5
767	Blautia producta	SYN009.I0101	1.0738288859970334e-4
1292	Blautia producta	SYN015.I0101	1.8344575301783883e-4
112	Blautia producta	SYN018.I0101	1.4243795015002404e-5
900	Blautia producta	SYN019.I0101	1.272453322524078e-4
566	Blautia producta	SYN022.I0101	6.785474002523333e-5
1272	Blautia producta	SYN023.I0101	1.923454378898133e-4
652	Blautia producta	SYN025.I0101	7.014968457925951e-5
1447	Blautia producta	SYN028.I0101	1.4853851751579132e-4
68	Blautia argi	SYN001.A0101	1.013358448727043e-5
0	Blautia argi	SYN002.A0101	0
124	Blautia argi	SYN003.A0101	1.690813252539731e-5
162	Blautia argi	SYN015.B0101	1.7243772443514938e-5
1076	Blautia argi	SYN015.D0101	2.453006460343594e-4
406	Blautia argi	SYN015.E0101	1.4751186362346543e-4
0	Blautia argi	SYN017.A0101	0
99	Blautia argi	SYN017.B0101	1.2096327823680015e-5
207	Blautia argi	SYN018.C0101	2.3127060068013667e-5
934	Blautia argi	SYN005.I0101	1.346563293664982e-4
344	Blautia argi	SYN006.I0101	4.774419769206769e-5
215	Blautia argi	SYN008.I0101	2.6732103540524127e-5
906	Blautia argi	SYN009.I0101	1.2684341208778517e-4
1616	Blautia argi	SYN015.I0101	2.2944917714924732e-4
248	Blautia argi	SYN018.I0101	3.1539831818933894e-5
731	Blautia argi	SYN019.I0101	1.0335148652945567e-4
651	Blautia argi	SYN022.I0101	7.804493949898745e-5
1335	Blautia argi	SYN023.I0101	2.0187198080416725e-4
520	Blautia argi	SYN025.I0101	5.5947601198182435e-5
1399	Blautia argi	SYN028.I0101	1.4361118590503944e-4
215	Butyrivibrio fibrisolvens	SYN001.A0101	3.2040009775928566e-5
304	Butyrivibrio fibrisolvens	SYN002.A0101	3.3942315035597e-5
405	Butyrivibrio fibrisolvens	SYN003.A0101	5.522414252246702e-5
470	Butyrivibrio fibrisolvens	SYN015.B0101	5.002822869414827e-5
797	Butyrivibrio fibrisolvens	SYN015.D0101	1.816957387447811e-4
324	Butyrivibrio fibrisolvens	SYN015.E0101	1.1771882712808571e-4
470	Butyrivibrio fibrisolvens	SYN017.A0101	5.313554549798916e-5
244	Butyrivibrio fibrisolvens	SYN017.B0101	2.9813171605837614e-5
570	Butyrivibrio fibrisolvens	SYN018.C0101	6.368320888293618e-5
1562	Butyrivibrio fibrisolvens	SYN005.I0101	2.2519613112470042e-4
899	Butyrivibrio fibrisolvens	SYN006.I0101	1.2477335385223504e-4
583	Butyrivibrio fibrisolvens	SYN008.I0101	7.248751797267705e-5
1338	Butyrivibrio fibrisolvens	SYN009.I0101	1.8732503904355028e-4
2024	Butyrivibrio fibrisolvens	SYN015.I0101	2.873794149443543e-4
350	Butyrivibrio fibrisolvens	SYN018.I0101	4.451185942188251e-5
1937	Butyrivibrio fibrisolvens	SYN019.I0101	2.7386023174768214e-4
861	Butyrivibrio fibrisolvens	SYN022.I0101	1.032207264341447e-4
2381	Butyrivibrio fibrisolvens	SYN023.I0101	3.6004283617582187e-4
1575	Butyrivibrio fibrisolvens	SYN025.I0101	1.6945667670603334e-4
2300	Butyrivibrio fibrisolvens	SYN028.I0101	2.3610130634852802e-4
70	Butyrivibrio hungatei	SYN001.A0101	1.0431631089837207e-5
0	Butyrivibrio hungatei	SYN002.A0101	0
109	Butyrivibrio hungatei	SYN003.A0101	1.4862793913454088e-5
126	Butyrivibrio hungatei	SYN015.B0101	1.3411823011622729e-5
410	Butyrivibrio hungatei	SYN015.D0101	9.346957702052729e-5
202	Butyrivibrio hungatei	SYN015.E0101	7.339260209837443e-5
0	Butyrivibrio hungatei	SYN017.A0101	0
84	Butyrivibrio hungatei	SYN017.B0101	1.0263550880698195e-5
173	Butyrivibrio hungatei	SYN018.C0101	1.9328412520610457e-5
526	Butyrivibrio hungatei	SYN005.I0101	7.583429255543689e-5
262	Butyrivibrio hungatei	SYN006.I0101	3.6363313358493414e-5
0	Butyrivibrio hungatei	SYN008.I0101	0
450	Butyrivibrio hungatei	SYN009.I0101	6.300169474558866e-5
546	Butyrivibrio hungatei	SYN015.I0101	7.752428881404024e-5
107	Butyrivibrio hungatei	SYN018.I0101	1.360791130897551e-5
457	Butyrivibrio hungatei	SYN019.I0101	6.461235204372262e-5
242	Butyrivibrio hungatei	SYN022.I0101	2.9012097325276442e-5
710	Butyrivibrio hungatei	SYN023.I0101	1.0736262649510018e-4
410	Butyrivibrio hungatei	SYN025.I0101	4.4112531713951535e-5
658	Butyrivibrio hungatei	SYN028.I0101	6.754550416405715e-5
183	Lacrimispora saccharolytica	SYN001.A0101	2.7271264134860126e-5
257	Lacrimispora saccharolytica	SYN002.A0101	2.869465448733036e-5
390	Lacrimispora saccharolytica	SYN003.A0101	5.31788039105238e-5
356	Lacrimispora saccharolytica	SYN015.B0101	3.7893722159822947e-5
3052	Lacrimispora saccharolytica	SYN015.D0101	6.957784123576812e-4
1294	Lacrimispora saccharolytica	SYN015.E0101	4.7014864908562627e-4
644	Lacrimispora saccharolytica	SYN017.A0101	7.280700276745748e-5
211	Lacrimispora saccharolytica	SYN017.B0101	2.578106233127761e-5
664	Lacrimispora saccharolytica	SYN018.C0101	7.418535210222742e-5
4162	Lacrimispora saccharolytica	SYN005.I0101	6.000424441363657e-4
1435	Lacrimispora saccharolytica	SYN006.I0101	1.9916547583754982e-4
430	Lacrimispora saccharolytica	SYN008.I0101	5.3464207081048254e-5
3296	Lacrimispora saccharolytica	SYN009.I0101	4.6145241306991155e-4
6514	Lacrimispora saccharolytica	SYN015.I0101	9.248960024444288e-4
141	Lacrimispora saccharolytica	SYN018.I0101	1.7931920509958383e-5
4439	Lacrimispora saccharolytica	SYN019.I0101	6.276022554093758e-4
2508	Lacrimispora saccharolytica	SYN022.I0101	3.006708268255922e-4
5665	Lacrimispora saccharolytica	SYN023.I0101	8.566327874573839e-4
2753	Lacrimispora saccharolytica	SYN025.I0101	2.961995117280697e-4
6895	Lacrimispora saccharolytica	SYN028.I0101	7.077906553361308e-4
97	Lacrimispora sphenoides	SYN001.A0101	1.44552602244887e-5
131	Lacrimispora sphenoides	SYN002.A0101	1.462645812389213e-5
176	Lacrimispora sphenoides	SYN003.A0101	2.3998639713467152e-5
211	Lacrimispora sphenoides	SYN015.B0101	2.2459481392479332e-5
1062	Lacrimispora sphenoides	SYN015.D0101	2.4210900194097555e-4
453	Lacrimispora sphenoides	SYN015.E0101	1.6458836015130504e-4
175	Lacrimispora sphenoides	SYN017.A0101	1.9784511621591706e-5
111	Lacrimispora sphenoides	SYN017.B0101	1.3562549378065472e-5
257	Lacrimispora sphenoides	SYN018.C0101	2.8713306461253683e-5
729	Lacrimispora sphenoides	SYN005.I0101	1.051011393021169e-4
259	Lacrimispora sphenoides	SYN006.I0101	3.594693954141143e-5
267	Lacrimispora sphenoides	SYN008.I0101	3.319754253637183e-5
909	Lacrimispora sphenoides	SYN009.I0101	1.272634233860891e-4
1472	Lacrimispora sphenoides	SYN015.I0101	2.0900321086862132e-4
0	Lacrimispora sphenoides	SYN018.I0101	0
979	Lacrimispora sphenoides	SYN019.I0101	1.3841464475011916e-4
578	Lacrimispora sphenoides	SYN022.I0101	6.929335642152804e-5
1163	Lacrimispora sphenoides	SYN023.I0101	1.7586300649831199e-4
738	Lacrimispora sphenoides	SYN025.I0101	7.940255708511276e-5
1184	Lacrimispora sphenoides	SYN028.I0101	1.215408463985466e-4
96	Lachnoclostridium phytofermentans	SYN001.A0101	1.4306236923205313e-5
115	Lachnoclostridium phytofermentans	SYN002.A0101	1.2840020490439656e-5
135	Lachnoclostridium phytofermentans	SYN003.A0101	1.840804750748901e-5
205	Lachnoclostridium phytofermentans	SYN015.B0101	2.182082315383063e-5
953	Lachnoclostridium phytofermentans	SYN015.D0101	2.1725977292820123e-4
280	Lachnoclostridium phytofermentans	SYN015.E0101	1.0173231974032099e-4
105	Lachnoclostridium phytofermentans	SYN017.A0101	1.1870706972955025e-5
110	Lachnoclostridium phytofermentans	SYN017.B0101	1.344036424853335e-5
208	Lachnoclostridium phytofermentans	SYN018.C0101	2.3238784995878467e-5
649	Lachnoclostridium phytofermentans	SYN005.I0101	9.356740659406566e-5
332	Lachnoclostridium phytofermentans	SYN006.I0101	4.607870242373975e-5
487	Lachnoclostridium phytofermentans	SYN008.I0101	6.055132290341977e-5
885	Lachnoclostridium phytofermentans	SYN009.I0101	1.2390333299965768e-4
1141	Lachnoclostridium phytofermentans	SYN015.I0101	1.620058855985713e-4
202	Lachnoclostridium phytofermentans	SYN018.I0101	2.568970172348648e-5
725	Lachnoclostridium phytofermentans	SYN019.I0101	1.0250318431443961e-4
507	Lachnoclostridium phytofermentans	SYN022.I0101	6.078154274345106e-5
1155	Lachnoclostridium phytofermentans	SYN023.I0101	1.7465328676315593e-4
560	Lachnoclostridium phytofermentans	SYN025.I0101	6.025126282881185e-5
1026	Lachnoclostridium phytofermentans	SYN028.I0101	1.0532171317982164e-4
77	Clostridium scindens	SYN001.A0101	1.1474794198820928e-5
0	Clostridium scindens	SYN002.A0101	0
111	Clostridium scindens	SYN003.A0101	1.513550572837985e-5
137	Clostridium scindens	SYN015.B0101	1.4582696449145347e-5
1528	Clostridium scindens	SYN015.D0101	3.483451553350383e-4
564	Clostridium scindens	SYN015.E0101	2.0491795833407514e-4
133	Clostridium scindens	SYN017.A0101	1.5036228832409698e-5
87	Clostridium scindens	SYN017.B0101	1.0630106269294559e-5
290	Clostridium scindens	SYN018.C0101	3.240022908079209e-5
987	Clostridium scindens	SYN005.I0101	1.4229742728558213e-4
315	Clostridium scindens	SYN006.I0101	4.3719250793608495e-5
159	Clostridium scindens	SYN008.I0101	1.9769323083457377e-5
1315	Clostridium scindens	SYN009.I0101	1.841049524232202e-4
1975	Clostridium scindens	SYN015.I0101	2.8042210697386353e-4
0	Clostridium scindens	SYN018.I0101	0
1286	Clostridium scindens	SYN019.I0101	1.8181944141844048e-4
734	Clostridium scindens	SYN022.I0101	8.799536957335913e-5
1592	Clostridium scindens	SYN023.I0101	2.407342272960556e-4
862	Clostridium scindens	SYN025.I0101	9.274390814006397e-5
1788	Clostridium scindens	SYN028.I0101	1.8354310250050788e-4
199	Ruminococcus gnavus	SYN001.A0101	2.9655636955394346e-5
277	Ruminococcus gnavus	SYN002.A0101	3.0927701529145956e-5
320	Ruminococcus gnavus	SYN003.A0101	4.363389038812209e-5
187	Ruminococcus gnavus	SYN015.B0101	1.9904848437884525e-5
661	Ruminococcus gnavus	SYN015.D0101	1.506911961233379e-4
271	Ruminococcus gnavus	SYN015.E0101	9.846235232009639e-5
101	Ruminococcus gnavus	SYN017.A0101	1.14184895644615e-5
95	Ruminococcus gnavus	SYN017.B0101	1.160758730555153e-5
274	Ruminococcus gnavus	SYN018.C0101	3.0612630234955285e-5
983	Ruminococcus gnavus	SYN005.I0101	1.4172074065017958e-4
429	Ruminococcus gnavus	SYN006.I0101	5.954145584272395e-5
210	Ruminococcus gnavus	SYN008.I0101	2.6110426714000312e-5
761	Ruminococcus gnavus	SYN009.I0101	1.0654286600309548e-4
1397	Ruminococcus gnavus	SYN015.I0101	1.9835427009746195e-4
0	Ruminococcus gnavus	SYN018.I0101	0
850	Ruminococcus gnavus	SYN019.I0101	1.2017614712727404e-4
549	Ruminococcus gnavus	SYN022.I0101	6.58167001304825e-5
1355	Ruminococcus gnavus	SYN023.I0101	2.0489628014205738e-4
571	Ruminococcus gnavus	SYN025.I0101	6.143476977723494e-5
1523	Ruminococcus gnavus	SYN028.I0101	1.5634012589948182e-4
97	Ruminococcus torques	SYN001.A0101	1.44552602244887e-5
167	Ruminococcus torques	SYN002.A0101	1.8645942799160196e-5
224	Ruminococcus torques	SYN003.A0101	3.0543723271685465e-5
235	Ruminococcus torques	SYN015.B0101	2.5014114347074135e-5
765	Ruminococcus torques	SYN015.D0101	1.7440055224561798e-4
312	Ruminococcus torques	SYN015.E0101	1.1335887056778624e-4
345	Ruminococcus torques	SYN017.A0101	3.900375148256651e-5
157	Ruminococcus torques	SYN017.B0101	1.9183065336543056e-5
330	Ruminococcus torques	SYN018.C0101	3.686922619538411e-5
1161	Ruminococcus torques	SYN005.I0101	1.6738329592559358e-4
541	Ruminococcus torques	SYN006.I0101	7.508607834711808e-5
501	Ruminococcus torques	SYN008.I0101	6.229201801768646e-5
1010	Ruminococcus torques	SYN009.I0101	1.414038037623212e-4
1523	Ruminococcus torques	SYN015.I0101	2.162444905930097e-4
155	Ruminococcus torques	SYN018.I0101	1.9712394886833685e-5
1599	Ruminococcus torques	SYN019.I0101	2.2607254030177786e-4
578	Ruminococcus torques	SYN022.I0101	6.929335642152804e-5
1402	Ruminococcus torques	SYN023.I0101	2.1200338358609924e-4
1201	Ruminococcus torques	SYN025.I0101	1.2921744045964827e-4
1828	Ruminococcus torques	SYN028.I0101	1.8764921217613446e-4
83	Coprococcus comes	SYN001.A0101	1.236893400652126e-5
0	Coprococcus comes	SYN002.A0101	0
143	Coprococcus comes	SYN003.A0101	1.949889476719206e-5
169	Coprococcus comes	SYN015.B0101	1.798887372193842e-5
603	Coprococcus comes	SYN015.D0101	1.3746867059360475e-4
203	Coprococcus comes	SYN015.E0101	7.375593181173271e-5
218	Coprococcus comes	SYN017.A0101	2.46458487628971e-5
98	Coprococcus comes	SYN017.B0101	1.1974142694147894e-5
342	Coprococcus comes	SYN018.C0101	3.8209925329761714e-5
1000	Coprococcus comes	SYN005.I0101	1.4417165885064048e-4
527	Coprococcus comes	SYN006.I0101	7.314300053406882e-5
249	Coprococcus comes	SYN008.I0101	3.095950596088608e-5
947	Coprococcus comes	SYN009.I0101	1.3258356649793878e-4
1618	Coprococcus comes	SYN015.I0101	2.297331489031449e-4
92	Coprococcus comes	SYN018.I0101	1.1700260190894832e-5
1250	Coprococcus comes	SYN019.I0101	1.7672962812834416e-4
643	Coprococcus comes	SYN022.I0101	7.708586190145766e-5
1562	Coprococcus comes	SYN023.I0101	2.361977782892204e-4
838	Coprococcus comes	SYN025.I0101	9.016171116168631e-5
1963	Coprococcus comes	SYN028.I0101	2.0150733233137414e-4
100	Roseburia hominis	SYN001.A0101	1.4902330128338868e-5
106	Roseburia hominis	SYN002.A0101	1.1835149321622639e-5
